OGF_ID,TRAIL_NAME,TRAIL_ASSOCIATION,TRAIL_ASSOCIATION_WEBSITE,PERMITTED_USES,DESCRIPTION,ON_ROAD_FLG,TRAIL_LENGTH_KM,LOCATION_ACCURACY,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID,SHAPELEN
183009589,Lower Woodland Trail,Quinte Conservation,www.quinteconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Sidney Conservation Area at 379 Airport Road, Stirling ON is a quaint property with just over 1 km of trails that wind through a stately red pine plantation, sections of mixed forest, and open areas. This area is a popular destination for cross country skiers and those seeking a simple nature trail.",No,0.300000011920929,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154081,0
183009583,Creekside Trail,Quinte Conservation,www.quinteconservation.ca,Hiking or Walking,"This trail is 0.45 km long and has orange markers. It starts by the mill pond just above the sawmill, crosses the stepping stones beside Lois Wishart Way, angles along the north side of the small feeder creek and meets up with the Woodland Trail just above the old beaver pond.",No,0.5,Within 10 metres,2022/08/03 09:20:16+00,2022/08/03 22:44:25+00,154097,0
183009620,Vanderwater Shortcut,Quinte Conservation,www.quinteconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Vanderwater Conservation Area at 512 Vanderwater Road, Thomasburg ON is located along the banks of the Moira River. Visitors can explore a trail network consisting of 16 km that will lead them through mature forests and to the Moira River where the water cascades over a series of limestone steps.",No,0.200000002980232,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154113,0
183009588,Pine Way,Quinte Conservation,www.quinteconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Sidney Conservation Area at 379 Airport Road, Stirling ON is a quaint property with just over 1 km of trails that wind through a stately red pine plantation, sections of mixed forest, and open areas. This area is a popular destination for cross country skiers and those seeking a simple nature trail.",No,0.699999988079071,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154129,0
183009561,Quarry View,Quinte Conservation,www.quinteconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Massassauga Point Conservation Area at 1280 Massassauga Road, Belleville ON contains a 4 km trail network winding along the Bay of Quinte that will take hikers through a bur oak savanna and mixed terrain of forests, limestone outcroppings, and alvar plains. Once home to a thriving hotel during the 1890s, visitors can find what remains of the building's foundation to this day. This area is rich in history and contains a variety of rare plant species.",No,0.400000005960464,Within 10 metres,2022/08/03 09:32:15+00,2022/08/03 22:44:25+00,154145,0
183009621,Sheffield Shortcut,Quinte Conservation,www.quinteconservation.ca,Hiking or Walking,"Sheffield Conservation Area at 8032 County Road 41, Erinsville ON is nestled within the Canadian Shield. The area offers an advanced 4.5 km trail that loops through the property and provides hikers with birds-eye view of Little Melon Lake. The area also contains a water access point for launching a canoe or kayak. Part of the property is home to a dark sky viewing area that is maintained by the county of Lennox and Addington. Inexperienced hikers may find the trail challenging. Proper footwear should always been worn. Depending on skill level, it may take up to 6 hours to complete the loop. Make sure to always have plenty of drinking water available before starting the hike.",No,0.300000011920929,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154161,0
183009779,Saugeen Valley Trail,Township of Wellington North,https://www.wellington-north.com/,"Hiking or Walking, Cycling, Cross Country Skiing","The Saugeen Valley Trail runs along the Saugeen River in Mount Forest. The trail system connects three parks in Mount Forest: Angus Smith, Campbell deVore and Murphy. There are a variety of landscapes to enjoy along the way, from reforested areas near Campbell deVore Park to the wetlands project at Murphy’s Park. The trail has some rugged sections, but your efforts will be rewarded with amazing views of the river.",Yes,2,Within 10 metres,2022/08/03 13:53:56+00,2022/08/03 22:44:25+00,154177,0
183009566,Around The Bend,Quinte Conservation,www.quinteconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing, Snowshoeing","Sidney Conservation Area at 379 Airport Road, Stirling ON is a quaint property with just over 1 km of trails that wind through a stately red pine plantation, sections of mixed forest, and open areas. This area is a popular destination for cross country skiers and those seeking a simple nature trail.",No,0.300000011920929,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154193,0
183009587,Lois Wishart Way,Quinte Conservation,www.quinteconservation.ca,Hiking or Walking,"One of the original trails here at O’Hara, this 1km trail is identified with red markers and is a self-guided tree identification trail named in honour of a longtime supporter of O'Hara Mill. Along your journey, you will see 20 marked stations marked featuring a particular tree or forest.",No,1,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154209,0
183009574,Pine,Quinte Conservation,www.quinteconservation.ca,Hiking or Walking,"The north side of the H.R. Frink Conservation Area features a network of forested trails leading visitors along the Moira River, around a silver maple swamp, through a mature hardwood forest, and to Parks Creek.",No,0.200000002980232,Within 10 metres,2022/08/03 09:09:31+00,2022/08/03 22:44:25+00,154225,0
183105901,Radial Line Trail: Smith Side Trail,Guelph Hiking Trail Club,https://www.guelphhiking.com/,Hiking or Walking,"The Radial Line Trail is one of three regional trails established and maintained by the Guelph Hiking Trail Club. This trail starts on the east side of the City of Guelph following an abandoned railway line to connect to the Bruce Trail near Limehouse. To learn more about this trail, including the history of the Guelph Radial Line Railway, pick up a copy of the Guelph Hiking Trail Club Handbook.  This map highlights one of the related side trails, named the Smith Side Trail. This 4 kilometre loop trail is marked with blue blazes. The trail starts in Puslinch at Watson Road at an opening to the right of a large gate. Described in the Hiking Club’s handbook as a ""very pleasant hike"", in addition to following the abandoned railway bed, you’ll find a lookout over the Eramosa Valley, and the chance to hike through reforested areas and open meadows.",No,3,Within 10 metres,2022/08/04 16:10:08+00,2022/08/04 22:19:25+00,154257,0
183105763,Father John Holzer Trail and Villa by Speed Trail,Ignatius Jesuit Centre,https://ignatiusguelph.ca/,Hiking or Walking,"The Ignatius Jesuit Centre is a 240 hectare (590 acre) land holding on both sides of Highway 6 in the Township of Guelph/Eramosa just outside of Guelph. On the east side of Highway 6, in addition to protecting the lands along the Speed River, the Centre has plans for an Old Growth Forest Project.  These two trails follow the river and eventually connect to Victoria Road. The John Holzer, S.J. trail recognizes the important early contributions of Fr. Holzer, who was appointed pastor of the Church of our Lady Parish in Guelph in 1852. The Villa by the Speed Trail is named after the ruins of a former Villa found near a dam on the property. This trail completes the connection to Victoria Road following along the banks of the river. Silence is integral to the retreat experience for guests at Loyola House; please be mindful of retreatants when using the Centre’s trails. Dogs must be on leash and no bicycles are permitted on the trails. Tours are available.",No,4,Within 10 metres,2022/08/04 13:49:11+00,2022/08/04 22:19:25+00,154273,0
183105826,The Great Auk Wetland Trail,Ignatius Jesuit Centre,https://ignatiusguelph.ca/,Hiking or Walking,"The Ignatius Jesuit Centre is a 240 hectare (590 acre) land holdign on both sides of Highway 6 in the Township of Guelph/Eramosa just outside of Guelph. The formal grounds and meditational spaces offered at the Centre also include a labyrinth. The certified-organic farming on the property features cropping, apple orchards and Ignatius Farm Community Shared Agriculture. The property also includes the Loyola House Retreat and Conference Centre and the Orchard Park Office Centre.  The Great Alk Wetland Trail, located on the west side of Highway 6, features portions of the Marden Creek South Wetland Complex which is a provincially significant wetland. The significance of the trail name is explained on the Centre’s website.  The trail was named in honour of the Great Auk, a flightless bird that became extinct in the mid-19th century. Great Auks walked slowly and sometimes used their wings to help them traverse rough terrain appropriate qualities for trail hiking. Silence is integral to the retreat experience for guests at Loyola House; please be mindful of retreatants when using the Centre’s trails. Dogs must be on leash and no bicycles are permitted on the trails. Tours are available.",No,10,Within 10 metres,2022/08/04 16:02:06+00,2022/08/04 22:19:25+00,154289,0
183201772,Rockwood Conservation Area Trail,Grand River Conservation Authority,www.grandriver.ca,"Hiking or Walking, Cycling, Cross Country Skiing","This park, located along the Eramosa River in Rockwood, offers a range of recreational activities that one would expect at a Conservation Area (e.g. camping, canoeing/kayaking, swimming and picnicking). What sets this park apart are the natural features which you will find, including glacial potholes, glacial bluffs, and caves. The conservation area has over 200 ancient potholes, some of which can be viewed along the Pothole Trail. There is also a trail leading to a network of 12 caves and other trails featuring natural areas in the park. The ruins of a woolen mill (circa 1867) which were restored by the Grand River Conservation  Authority (GRCA) are also a popular destination for park visitors. Read more about the history of the mill and all that the park has to offer at www.grandriver.ca.",No,3,Within 10 metres,2022/08/04 17:00:57+00,2022/08/04 22:19:25+00,154305,0
183105739,Guelph Lake Conservation Area Trails,Grand River Conservation Authority,www.grandriver.ca,Hiking or Walking,"Located north of Guelph in the Township of Guelph/Eramosa, the Guelph Lake Conservation Area offers a wide range of recreational activities such as camping, canoeing, non-motorized boating, windsurfing, swimming and fishing. There are also two beaches and picnic shelters. While these facilities are accessed by a series of internal Conservation Area roads, the Grand River Conservation Authority (GRCA) also offers a series of hiking trails in a wooded area on the west side of Conservation Road, opposite Gate 4 to the park.",No,3.5,Within 10 metres,2022/08/04 10:54:57+00,2022/08/04 22:19:25+00,154321,0
183009845,Bissell Park Trail,Township of Centre Wellington,www.centrewellington.ca,Hiking or Walking,"Located in scenic Elora, the Bissell Park trail is the perfect spot to stroll and enjoy a quiet view of the Grand River.",No,0.899999976158142,Within 10 metres,2022/08/04 10:30:14+00,2022/08/04 22:19:25+00,154353,0
183105810,Chardin Trail and Daffodil Path,Ignatius Jesuit Centre,https://ignatiusguelph.ca/,Hiking or Walking,"The Ignatius Jesuit Centre is a 240 hectare (590 acre) land holding on both sides of Highway 6 in the Township of Guelph/Eramosa just outside of Guelph. The formal grounds and meditational spaces offered at the Centre also include a labyrinth and stations of the Cosmos. The certified-organic farming on the property features cropping, apple orchards and Ignatius Farm Community Shared Agriculture. The property also includes the Loyola House Retreat and Conference Centre and the Orchard Park Office Centre.  Located on the west side of Highway 6, the Charden Trail and Daffodil Path is one of four intricate trail systems maintained by the Centre. The trail is named after Pierre de Charden, S.J. As Fr. Charden is known as one of the first Jesuits to write about ecological issues, the trail suitably showcases part of the Marden Creek South Wetland Complex. The Daffodil Path is a section of the trail dedicated to the memory of Jane Buse, who was a member of the Ignatius Farm Community. Find out more about the Charden Trail and Daffodil Path at www.ignatiusguelph.cfa/land/land_trails.html. Silence is integral to the retreat experience for guests at Loyola House; please be mindful of retreatants when using the Centre’s trails. Dogs must be on leash and no bicycles are permitted on the trails. Tours are available.  The Ignatius Jesuit Centre is proud to work in conjunciton with the County of Wellington's Green Legacy program to restore retired farmland through replantation projects using trees grown at the Green Legacy tree nursery.",No,3,Within 10 metres,2022/08/04 16:01:29+00,2022/08/04 22:19:25+00,154369,0
183009833,Starkey Hill Trail,Grand River Conservation Authority,www.grandriver.ca,Hiking or Walking,"Originally built by the Guelph Hiking Trail Club, the Starkey Hill Trail is off Arkell Road (Wellington Road 37) east of the hamlet of Arkell in Puslinch. This trail is named after the Starkey family, who were one of the early settlers and community leaders in the Township.  As this property includes the highest point in Puslinch, the trail also offers a more challenging hike with the reward of spectacular view of the surrounding countryside. This trail has also been included in the ""Trails take Flight"" brochure as one of 20 favourite birding trails in the Grand River watershed.",No,4,Within 10 metres,2022/08/04 16:19:35+00,2022/08/04 22:19:25+00,154385,0
183393464,Little Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The Little Tract was donated to the County by John Robert Little,  in 1946, to be reforested and dedicated to the memory of the first settlers and pioneers of the area.  It is one of the most significant and diverse natural areas in the County, with parts being Provincially Significant wetlands and the entire site within the Oil Well Bog/Little Tract Environmentally Sensitive Area (ESA). A number of the plants and animals found within the tract are considered to be rare.  In addition to being an extensive trail system, the little Tract is also home to the County of Wellington's Green Legacy tree nursery.",No,8,Within 10 metres,2022/08/05 10:40:28+00,2022/08/05 22:19:25+00,154561,0
183393463,Speed River Trail: Wellington Road 32 to Townline/Blackbridge/Roszell Road,Guelph Hiking Trail Club,https://www.guelphhiking.com/,Hiking or Walking,"The Speed River Trail has been made possible through the generosity of private landowners who have granted the Guelph Hiking Trail Club permission to establish the trail in 1973 and for their members and the public to use it. The trail as a whole provides a link between Guelph and Cambridge following the Speed River, southwest from Guelph. This map highlights two areas of the trail following the river, mainly in the Township of Puslinch. The trail  is marked by single orange blazes.",No,5,Within 10 metres,2022/08/05 09:57:55+00,2022/08/05 22:19:25+00,154577,0
183393462,Speed River Trail: Puslinch Sideroad 10 N to Wellington Road 124,Guelph Hiking Trail Club,https://www.guelphhiking.com/,Hiking or Walking,"The Speed River Trail has been made possible through the generosity of private landowners who have granted the Guelph Hiking Trail Club permission to establish the trail in 1973 and for their members and the public to use it. The trail as a whole provides a link between Guelph and Cambridge following the Speed River, southwest from Guelph. This map highlights two areas of the trail following the river, mainly in the Township of Puslinch. The trail  is marked by single orange blazes.",Yes,4,Within 10 metres,2022/08/05 09:51:20+00,2022/08/05 22:19:25+00,154593,0
183393534,Aboyne Trail (Cultural Trail),County of Wellington,www.wellington.ca,Hiking or Walking, ,No,0.400000005960464,Within 10 metres,2022/08/05 16:29:38+00,2022/08/05 22:19:25+00,154625,0
183393533,Grand Valley Trail: Aboyne Trail,Grand Valley Trail Association,www.gvta.on.ca,Hiking or Walking,"The Grand Valley Trail was initiated in 1972 and currently extends 275 kilometers from Rock Point Provincial Park on Lake Erie to Alton in Dufferin County generally following the Grand River Valley.  The Trail is referred to as a ""marked footpath"" and therefore is different from groomed trails such as the Kissing Bridge and Elora Cataract Trailways. Wellington County is in what is known as the Pinnacle Section of the trail. As of early 2009, the Grand Valley Trail Association (GVTA) had over 30 km of blazed trail in the County.  The Aboyne Trail (named after the historic community in which it is located) is a loop trail in a County woodlot. Where the trail generally follows the bank of the river, it is part of a wider Elora to Fergus re-route of the Grand Valley Trail. Take a walk through this beautiful woodlot and take a moment to appreciate the ancient trees and views of the Grand River.",No,1,Within 10 metres,2022/08/05 16:29:58+00,2022/08/05 22:19:25+00,154641,0
183393522,Templin Garden Trail,Township of Centre Wellington,www.centrewellington.ca,Hiking or Walking,"Tucked behind the busy dowtown street is one of Fergus' best treasures. Templin Gardens was built by John C. Templin as a gift for his wife, an avid gardener. In addition to the many flowers, the gardens today contain a fishpond, a rock garden and steps leading to a balcony overlooking the Grand River.",No,0.5,Within 10 metres,2022/08/05 15:56:03+00,2022/08/05 22:19:25+00,154657,0
183393518,Centre Wellington Community Sportsplex Trail,Township of Centre Wellington,www.centrewellington.ca,Hiking or Walking,This trail is located behind the Centre Wellington Sports Complex in Fergus. The tree stand provides a sense of being further removed from an urban setting while you are minutes away from the comforts of home.,No,1.39999997615814,Within 10 metres,2022/08/05 15:38:12+00,2022/08/05 22:19:25+00,154673,0
183393468,Badenoch Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"Located in the former settlement of Badenoch in the Township of Puslinch, this tract was purchased by the County of Wellington from William H. Black in 1945.  The Badenoch Tract is a small trail that loops through the reforested area. The Provincially Significant Moffat and Badenoch Swamp is located to the rear of the trail.  It is also an Environmentally Sensitive Area and supports a nearby cold water stream.",No,1,Within 10 metres,2022/08/05 10:47:15+00,2022/08/05 22:19:25+00,154705,0
183393509,Peacock Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The Peacock Tract was purchased by the County of Wellington in 1946 from Anna Gray. The former Peacock School was located here and is the source of the tract name.  The trail winds through second growth forest and rolling terrain. Remains of the foundations of former structures are visible along the trail.  There is a nice upland forest stand around the loop at the trail's end.  The forest is part of ""Brisbane Woods"" an Environmentally Sensitive Area (ESA) and a Regional Area of Natural and Scientific Interest (ANSI).",No,2,Within 10 metres,2022/08/05 14:44:49+00,2022/08/05 22:19:25+00,154721,0
183393515,Everton Tract,County of Wellington,www.wellington.ca,Hiking or Walking, ,No,0.699999988079071,Within 10 metres,2022/08/05 15:25:29+00,2022/08/05 22:19:25+00,154737,0
183393519,Confederation Park Trail,Township of Centre Wellington,www.centrewellington.ca,Hiking or Walking,"The Confederation Park trail is located in Fergus and runs along the Grand River.  The main trail is flat and provides an easy walking course, while additional branches of the trail wind through shady cedars providing varied surroundings and trail surfaces.",No,0.699999988079071,Within 10 metres,2022/08/05 15:44:24+00,2022/08/05 22:19:25+00,154753,0
183393517,Benham Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The Benham Tract was purchased by the County of Wellington in 1952 from Malcom Wishart. The tract was named after the former reeve of Eramosa Township, Earnest Benham. This tract is located on a rehabilitated gravel pit. The topography is rolling with several side trails. The terrain is challenging, but the scenery is well worth the effort. The Provincially Significant Speed River wetland complex crosses through the eastern half of the property. A winter deer yard is also present. You can see the rehabilitated gravel pit from the parking lot.",No,2,Within 10 metres,2022/08/05 15:35:42+00,2022/08/05 22:19:25+00,154769,0
183393461,Speed River Trail: John Wood Side Trails,Guelph Hiking Trail Club,https://www.guelphhiking.com/,Hiking or Walking,"The Speed River Trail provides a link between Guelph and Cambridge following the Speed River, southwest from Guelph. The John Wood Side Trails are marked with orange blazes off the main trail. When combined with the adjoining Speed River Trail, they form two loops. These trails were constructed in 2008 and have been made possible through the generous access provided by the landowner, Woodland Properties.",No,4,Within 10 metres,2022/08/05 09:46:28+00,2022/08/05 22:19:25+00,154785,0
183393474,The Mountsberg Conservation Area: Lakeshore Lookout Trail,Conservation Halton,www.conservationhalton.ca,Hiking or Walking,"The Mountsberg Conservation Area is a natural environment park that is protected and managed by Conservation Halton.  The park spans across Wellington County and Halton Region.  Of the several kilometers of trails within the park, the Lakeshore Lookout trail is located in Wellington County.  The Lakeshore Lookout trail follows the shoreline of the Mountsberg Reservoir.",No,5,Within 10 metres,2022/08/05 11:19:56+00,2022/08/05 22:19:25+00,154801,0
184403613,Cumnock Tract,County of Wellington,www.wellington.ca,Hiking or Walking,The Cumnock Tract was purchased by the County of Wellington in 1964. The tract is divided into two parcels by Highway 6.  The trail located on the west parcel is somewhat rugged  and not your typical groomed trail.  The trail on the east parcel is flat and suitable for all walking levels. A coldwater stream crosses through the west parcel.,No,1.5,Within 10 metres,2022/08/08 15:12:36+00,2022/08/08 22:14:25+00,154881,0
184403697,Victory Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"Located in Wellington North, the Victory Tract is adjacent to a tract owned  by the GRCA.  The well groomed trails between the two tracts join to create a 3 km long trail.  This site is well used in the winter for cross country skiing as well as hiking in the summer.  Victory Tract was purchased by the County of Wellington in 1945 from Arthur Lennox who served in World War I and as reeve of West Luther in 1949.  It is bisected by the Provincially Significant Clare Creek wetland. Several significant species have been found and the forest serves as a winter deer yard.",No,1.5,Within 10 metres,2022/08/08 17:02:49+00,2022/08/08 22:14:25+00,154897,0
184403652,McNamara Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The McNamara Tract was acquired by the County of Wellington in 1947.  This trail traverses over a rustic landscape.  The start of the trail runs westward along the edge of a farm field before turning north into the treed area.  The trail crosses over white pine plantations, hardwood bush and along the edge of a wetland.",No,1.5,Within 10 metres,2022/08/08 16:57:55+00,2022/08/08 22:14:25+00,154913,0
184403531,Terrace Trail,County of Wellington,www.wellington.ca,Hiking or Walking,This 0.5 km trail provides a connection between the Museum Bridge Trail and the Elora Cataract Trailway. The Terrace Trail runs alongside the Wellington Terrace Long Term Care Facility.,No,0.5,Within 10 metres,2022/08/08 11:45:47+00,2022/08/08 22:14:25+00,154929,0
184403698,Smale Tract,County of Wellington,www.wellington.ca,Hiking or Walking,The County of Wellington received this tract from Frederick E. Smale in 1959.  Reforestation began on the property in 1941 and the results of the plantings are evident today.  You can loop back to the parking lot via the 6th Line and Wellington Rd 6 and combine rural agricultural views with your forest walk.,No,1.5,Within 10 metres,2022/08/08 17:07:49+00,2022/08/08 22:14:25+00,154945,0
184403614,Ritch Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The Ritch Tract was acquired by the County of Wellington from Robert Ritch, County Warden, in 1942.  The Ritch Tract area is an Environmentally Sensitive Area.  A side trail to the left will take you out of the forest to a municipal drain. If you follow it to the right, it will take you to extensive wetlands and some beaver ponds.",No,2,Within 10 metres,2022/08/08 15:16:17+00,2022/08/08 22:14:25+00,154961,0
184403532,Museum Trail,County of Wellington,www.wellington.ca,Hiking or Walking,"This 0.5 km trail provides a connection between the Trestle Bridge Trail and the Terrace Trail. The Museum Trail runs alongside a number of County facilities referred to collectively as ‘Wellington Place’. Centrally located within the County, Wellington Place is home to the County Museum and Archives (designated a National Historical Site), and County library.",No,0.5,Within 10 metres,2022/08/08 11:45:00+00,2022/08/08 22:14:25+00,154993,0
184403696,Mulhall Tract,County of Wellington,www.wellington.ca,Hiking or Walking,The Mulhall Tract was purchased by the County of Wellington in 1951 from Thomas and Mary Mulhall.  The conifer plantations were established in the late 1950's. The trail is not groomed.  The tract is home to several different species of mammals including White Tailed deer.,No,1.5,Within 10 metres,2022/08/08 16:59:43+00,2022/08/08 22:14:25+00,155009,0
184403631,Wallace Cumming Park Trail,Township of Mapleton,www.town.mapleton.on.ca,"Hiking or Walking, Cycling",The Wallace Cumming Park trail is located in Alma.  The trail was constructed through the efforts of the Alma Optimists and is the ideal location for walking or biking.,No,1.5,Within 10 metres,2022/08/08 15:57:06+00,2022/08/08 22:14:25+00,155025,0
184595582,Moorefield Community Centre Trail,Township of Mapleton,www.town.mapleton.on.ca,Hiking or Walking,"Located in Moorefield next to the ball diamonds, the Moorefield Community Centre trail is a lovely spot for a walk.  While the trail may be short in distance, the terrain is varied as the trail winds through a forested area behind the ball diamonds.",No,0.5,Within 10 metres,2022/08/09 16:10:52+00,2022/08/09 22:49:25+00,155201,0
184595439,Fleming Tract,County of Wellington,www.wellington.ca,Hiking or Walking,"The Fleming Tract was acquired by the County of Wellington from Vernon H. Fleming and his wife, M. Irene Fleming, in 1973. Further back, the trail gets interesting, first crossing over a municipal drain and then the old farmstead. You will see a fine example of cement drinking troughs amidst the ruins. From there, go west to the end of the trail where the plantations change to a hardwood bush, overlooking an active gravel pit.",No,2,Within 10 metres,2022/08/09 10:20:33+00,2022/08/09 22:49:25+00,155249,0
184595585,Riverside Walking Trail,Township of Mapleton,www.town.mapleton.on.ca,Hiking or Walking,The Riverside Walking trail is located in Drayton and runs along the Conestogo River.  It provides the perfect location to stroll and enjoy the tranquillity of the river.,No,0.5,Within 10 metres,2022/08/09 16:15:23+00,2022/08/09 22:49:25+00,155297,0
185352538,Guelph-Eramosa Trails,Township of Guelph/Eramosa,www.get.on.ca,"Hiking or Walking, Cross Country Skiing","Maintained by the Township of Guelph/Eramosa through a land use agreement with a private land owner. To ensure continued use of this trail please respect the land and crops of the private land owners adjacent to the trail by remaining on the designated path. The community's co-operation in litter pickup, reporting of maintenance issues and obeying posted rules will ensure successful renewal of this land use agreement.  WARNING: This is an active agricultural area, the use of pesticides and large farm machinery is permitted without pubic notice.",No,1,Within 10 metres,2022/08/11 16:27:41+00,2022/08/11 22:19:25+00,155537,0
186141439,Marshlands 1,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,Hiking or Walking,"The property has limited public access, with roughed-in trails in some places, and more developed trails in others. The focus is on land preservation as opposed to recreation, although the trails are ideal for nature lovers, especially those enjoying the cool breezes coming off the river and its tributaries in the summer.",No,1.79999995231628,Within 10 metres,2022/08/15 12:01:32+00,2022/08/18 22:19:25+00,155841,0
186141386,Lemoine Point Hickory Trail,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing","One of the most popular Cataraqui Conservation properties, Lemoine Point Conservation Area features 11 kilometres of trails for four-seasons recreational use that transitions from flat terrain to gentle rolling woodland, and winding vistas through fields and marshland. For those wishing to pause along their sojourn for a rest, or to take in their surroundings, scenic lookouts and benches are conveniently located at various places along the trails. Walkers, joggers, cyclists and cross-country skiers are all welcome (cyclists on service roads and designated trails only). ",No,0.600000023841858,Within 10 metres,2022/08/15 10:24:44+00,2022/08/18 22:19:25+00,155857,0
186141385,Lemoine Point Shore Trail,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing","One of the most popular Cataraqui Conservation properties, Lemoine Point Conservation Area features 11 kilometres of trails for four-seasons recreational use that transitions from flat terrain to gentle rolling woodland, and winding vistas through fields and marshland. For those wishing to pause along their sojourn for a rest, or to take in their surroundings, scenic lookouts and benches are conveniently located at various places along the trails. Walkers, joggers, cyclists and cross-country skiers are all welcome (cyclists on service roads and designated trails only). ",No,4.30000019073486,Within 10 metres,2022/08/15 10:24:44+00,2022/08/18 22:19:25+00,155889,0
186141384,Lemoine Point Meadowlark Trail,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing","One of the most popular Cataraqui Conservation properties, Lemoine Point Conservation Area features 11 kilometres of trails for four-seasons recreational use that transitions from flat terrain to gentle rolling woodland, and winding vistas through fields and marshland. For those wishing to pause along their sojourn for a rest, or to take in their surroundings, scenic lookouts and benches are conveniently located at various places along the trails. Walkers, joggers, cyclists and cross-country skiers are all welcome (cyclists on service roads and designated trails only). ",No,1.70000004768372,Within 10 metres,2022/08/15 10:24:44+00,2022/08/18 22:19:25+00,155905,0
186141383,Lemoine Point Trillium Trail,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cycling, Cross Country Skiing","One of the most popular Cataraqui Conservation properties, Lemoine Point Conservation Area features 11 kilometres of trails for four-seasons recreational use that transitions from flat terrain to gentle rolling woodland, and winding vistas through fields and marshland. For those wishing to pause along their sojourn for a rest, or to take in their surroundings, scenic lookouts and benches are conveniently located at various places along the trails. Walkers, joggers, cyclists and cross-country skiers are all welcome (cyclists on service roads and designated trails only). ",No,2.09999990463257,Within 10 metres,2022/08/15 10:24:44+00,2022/08/18 22:19:25+00,155937,0
186141374,Parrott's Bay 2,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Snowshoeing","As a public recreation area, Parrott’s Bay has been a source of passive enjoyment for canoeists, anglers, and naturalists. The 117 hectare (289 acres) conservation area is comprised primarily of woods and wetlands, with picturesque waterfront views. There is a total of six kilometres of trails that traverse parts of these woodlands, wetlands and field areas, these trails are not groomed or maintained during winter, but are still open for public use during daylight hours.",No,0.300000011920929,Within 10 metres,2022/08/15 09:59:12+00,2022/08/18 22:19:25+00,155969,0
186141373,Parrott's Bay 4,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Snowshoeing","As a public recreation area, Parrott’s Bay has been a source of passive enjoyment for canoeists, anglers, and naturalists. The 117 hectare (289 acres) conservation area is comprised primarily of woods and wetlands, with picturesque waterfront views. There is a total of six kilometres of trails that traverse parts of these woodlands, wetlands and field areas, these trails are not groomed or maintained during winter, but are still open for public use during daylight hours.",No,1,Within 10 metres,2022/08/15 10:00:53+00,2022/08/18 22:19:25+00,156017,0
186141372,Parrott's Bay 5,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Snowshoeing","As a public recreation area, Parrott’s Bay has been a source of passive enjoyment for canoeists, anglers, and naturalists. The 117 hectare (289 acres) conservation area is comprised primarily of woods and wetlands, with picturesque waterfront views. There is a total of six kilometres of trails that traverse parts of these woodlands, wetlands and field areas, these trails are not groomed or maintained during winter, but are still open for public use during daylight hours.",No,1.70000004768372,Within 10 metres,2022/08/15 10:00:30+00,2022/08/18 22:19:25+00,156033,0
143662555,Service Road,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cycling, Snowshoeing",,Yes,3.59999990463257,Within 10 metres,2022/08/17 15:32:46+00,2022/08/18 22:19:25+00,156065,0
143662213,Reservoir Trail,Cataraqui Region Conservation Authority,www.cataraquiconservation.ca,"Hiking or Walking, Cross Country Skiing",,No,6.69999980926514,Within 10 metres,2022/08/18 10:03:19+00,2022/08/18 22:19:25+00,156081,0
